,create_time,text,retweets,favorites,word_tokens,text_clean,polarity,subjectivity,sentiment_2,keywords
122,2020-10-17 18:36:00,"RT @TeamTrump: Vice President @Mike_Pence in #Pennsylvania: Thanks to President @realDonaldTrump’s leadership, Big 10 football is back! htt…",628,0,16,rt teamtrump vice president pennsylvania thanks president realdonaldtrumps leadership big 10 football back htt,0.06666666666666667,0.10000000000000002,positive,other
123,2020-10-17 18:18:18,THANK YOU PENNSYLVANIA! MAKE AMERICA GREAT AGAIN! 🇺🇸 https://t.co/mbzz0j6dyl,1977,12174,8,thank pennsylvania make america great,1.0,0.75,positive,other
124,2020-10-17 18:17:46,"After we send President @realDonaldTrump back to the @WhiteHouse, we need Pennsylvania to send @LloydSmuckerPA and… https://t.co/K5Y56ta72b",1915,8638,16,send president realdonaldtrump back whitehouse need pennsylvania send lloydsmuckerpa,0.0,0.0,neutral,other
125,2020-10-17 18:15:12,"Under President @realDonaldTrump, it has been three and a half years of JOBS, JOBS, JOBS in PA!
✅ over 200,000 jobs… https://t.co/Ls2Wg54VC9",1097,4995,19,president realdonaldtrump three half years jobs jobs jobs pa jobs,-0.20833333333333331,0.16666666666666666,negative,other
126,2020-10-17 18:02:34,"Joe Biden and Kamala Harris want to abolish fossil fuels, end fracking and destroy hundreds of thousands of jobs he… https://t.co/vh7p9RcWqJ",1970,7170,20,joe biden kamala harris want abolish fossil fuels end fracking destroy hundreds thousands jobs,-0.2,0.0,negative,other
127,2020-10-17 17:44:04,RT @TeamTrump: Vice President @Mike_Pence to Joe Biden: The American people deserve a straight answer on court packing https://t.co/zkJkqMT…,1299,0,18,rt teamtrump vice president joe biden american people deserve straight answer court packing,0.1,0.2,positive,other
128,2020-10-17 17:15:34,RT @TeamTrump: Vice President @Mike_Pence: Joe Biden never lifted a finger for 25 years to reform NAFTA https://t.co/LretvMtOId,1470,0,16,rt teamtrump vice president joe biden never lifted finger 25 years reform nafta,0.0,0.0,neutral,other
129,2020-10-17 17:13:04,"Joe Biden and Kamala Harris want to ban fracking in Pennsylvania and America, killing American jobs. 

Let them tel… https://t.co/zqNRiH7W17",2413,5661,19,joe biden kamala harris want ban fracking pennsylvania america killing american jobs let tel,0.0,0.0,neutral,other
130,2020-10-17 17:03:48,"RT @TeamTrump: LIVE: Vice President Pence in Reading, PA #Pennsylvania

Text VOTE to 88022 https://t.co/DntMryVvNl",1239,0,14,rt teamtrump live vice president pence reading pa pennsylvania text vote 88022,0.13636363636363635,0.5,positive,other
131,2020-10-17 16:47:22,PENNSYLVANIA FOR TRUMP! 🇺🇸 https://t.co/cqWpyDeOiN,3810,21256,4,pennsylvania trump,0.0,0.0,neutral,other
132,2020-10-17 16:43:59,RT @LloydSmuckerPA: Excited to join @Mike_Pence in Reading today! https://t.co/JM0wv0XO6p,266,0,9,rt lloydsmuckerpa excited join reading today,0.46875,0.75,positive,other
133,2020-10-17 16:19:51,"RT @TeamTrump: TODAY: Watch Vice President @Mike_Pence's Remarks from Reading, Pennsylvania at 12:30 pm ET!

#TeamTrump https://t.co/H0fbdX…",493,0,15,rt teamtrump today watch vice president remarks reading pennsylvania pm et teamtrump,0.0,0.0,neutral,other
134,2020-10-17 16:19:49,Just landed in Trump Country! The Keystone State is on fire for President @realDonaldTrump! 🇺🇸,11262,68075,14,landed trump country keystone state fire president realdonaldtrump,0.0,0.0,neutral,other
